TerminalID;ProjectID;ComboID;Country;Region;Wiki;TerminalName;UnitName;OtherEnglishNames;Owner;Parent;Status;StartYear1;StartYear2;StartYear3;StopYear;Import/Export;Capacity;CapacityUnits;CapacityInMtpa;Location;Prefecture/District;State/Province;Latitude;Longitude;Accuracy;Floating;FID;FIDYear;OtherLanguageName;PowerPlantsSupplied;OtherLanguageWikiPage
T0495;0;T049500;Japan;East Asia;https://www.gem.wiki/Kushiro_LNG_Terminal;Kushiro LNG Terminal;;;JXTG Holdings [100.00%];JXTG Holdings [100.00%];Operating;2015;;;;Import;0.5;mtpa;0.5;Kushiro City;Hokkaido;Hokkaido;42.997851;144.345032;exact;;;;;;
T0496;1;T049601;Norway;Europe;https://www.gem.wiki/Risavika_LNG_Terminal;Risavika LNG Terminal;;"Stavanger LNG Terminal; Nordic Gasum LNG Terminal";North Sea Midstream Partners [100.00%];North Sea Midstream Partners [100.00%];Operating;2010;;;;Export;0.33;mtpa;0.33;Port of Risavika;Sola;Rogaland;58.9237;5.5761;exact;;FID;;;;
T0497;0;T049700;Japan;East Asia;https://www.gem.wiki/Mizushima_LNG_Terminal;Mizushima LNG Terminal;;Chugoku Electric Power 50%, JXTG Nippon Oil & Energy Corporation 50%;JXTG Holdings [100.00%];JXTG Holdings [100.00%];Operating;2006;;;;Import;4.3;mtpa;4.3;Kurashiki;Okayama;Chugoku;34.49945;133.73324;exact;;;;;;
T0498;0;T049800;Poland;Europe;https://www.gem.wiki/%c5%9awinouj%c5%9bcie_Polskie_LNG_Terminal;Świnoujście Polskie LNG Terminal;;;PGNiG [100.00%];PGNiG [100.00%];Operating;2015;;;;Import;3.7;mtpa;3.7;Świnoujście;Świnoujście;Województwo;53.909167;14.294722;exact;;FID;;;;
T0498;1;T049801;Poland;Europe;https://www.gem.wiki/%c5%9awinouj%c5%9bcie_Polskie_LNG_Terminal;Świnoujście Polskie LNG Terminal;Expansion;;PGNiG [100.00%];PGNiG [100.00%];Operating;2022;;;;Import;1.2;bcm/y;0.88;Świnoujście;Świnoujście;Województwo;53.909167;14.294722;exact;;FID;;;;
T0498;2;T049802;Poland;Europe;https://www.gem.wiki/%c5%9awinouj%c5%9bcie_Polskie_LNG_Terminal;Świnoujście Polskie LNG Terminal;Expansion 2;;Polskie LNG SA [100.00%];PGNiG [100.00%];Construction;2023;;;;Import;2.1;bcm/y;1.54;Świnoujście;Świnoujście;Województwo;53.909167;14.294722;exact;;FID;;;;
T0499;0;T049900;Japan;East Asia;https://www.gem.wiki/Nagasaki_LNG_Terminal;Nagasaki LNG Terminal;;;Saibu Gas [100.00%];Saibu Gas [100.00%];Operating;2003;;;;Import;0.1;mtpa;0.1;Nagasaki;Nagasaki;Kyushu;32.75898;129.806367;exact;;;;;;
T0500;0;T050000;Portugal;Europe;https://www.gem.wiki/Sines_LNG_Terminal;Sines LNG Terminal;;;REN Atlantico [100.00%];REN Atlantico [100.00%];Operating;2004;;;;Import;5.6;mtpa;5.6;Sines;Setúbal;Alentejo;37.9419;-8.8435;exact;;;;;;
T0501;0;T050100;Japan;East Asia;https://www.gem.wiki/Nakagusuku_LNG_Terminal;Nakagusuku LNG Terminal;;;Okinawa Electric Power [100.00%];Okinawa Electric Power [100.00%];Operating;2013;;;;Import;9;mtpa;9;Nakagusuku ;Nakagami District, Okinawa Prefecture;Kyushu;26.275375;127.811727;exact;;;;;;
T0502;0;T050200;Romania;Europe;https://www.gem.wiki/Constanta_LNG_Terminal;Constanta LNG Terminal;;Agri LNG Terminal;RomGaz [100.00%];RomGaz [100.00%];Shelved;2027;;;;Import;6;mtpa;6;Constanta;;Dobruja;44.173333;28.638333;approximate;;Pre-FID;;;;
T0503;0;T050300;Japan;East Asia;https://www.gem.wiki/Negishi_LNG_Terminal;Negishi LNG Terminal;;;"JERA [unknown %]; Tokyo Gas [unknown %]";"Chubu Electric Power [unknown %]; Tokyo Electric Power Company [unknown %]; Tokyo Gas [unknown %]";Operating;1969;;;;Import;12;mtpa;12;Tokyo;Tokyo;Kanto;35.40423;139.6285;exact;;;;;;
T0504;1;T050401;Russia;Eurasia;https://www.gem.wiki/Ust_Luga_LNG_Terminal;Ust Luga LNG Terminal;T1;;RusKhimAlyans [unknown %];"Gazprom [unknown %]; RusGazDobycha [unknown %]";Construction;2024;;;;Export;6.5;mtpa;6.5;Ust-Luga Port;Kingiseppsky;Leningrad;59.72087;28.43132;exact;;Pre-FID;;;;
T0504;2;T050402;Russia;Eurasia;https://www.gem.wiki/Ust_Luga_LNG_Terminal;Ust Luga LNG Terminal;T2;;RusKhimAlyans [unknown %];"Gazprom [unknown %]; RusGazDobycha [unknown %]";Construction;2024;;;;Export;6.5;mtpa;6.5;Ust-Luga Port;Kingiseppsky;Leningrad;59.72087;28.43132;exact;;Pre-FID;;;;
T0505;0;T050500;Japan;East Asia;https://www.gem.wiki/Naoetsu_LNG_Terminal;Naoetsu LNG Terminal;;;INPEX [100.00%];INPEX [100.00%];Operating;2013;;;;Import;2.1;mtpa;2.1;Joetsu;Joetsu;Niigata;37.2053496;138.2770886;exact;;;;;;
T0506;1;T050601;Russia;Eurasia;https://www.gem.wiki/Far_East_LNG_Terminal;Far East LNG Terminal;T1;Sakhalin-1 LNG Terminal;"ExxonMobil [30.00%]; SODECO [30.00%]; ONGC [20.00%]; Rosneft [20.00%]";"ExxonMobil [30.00%]; SODECO [30.00%]; ONGC [20.00%]; Rosneft [20.00%]";Proposed;2027;;;;Export;6.2;mtpa;6.2;De Kastri;;Khabaravosk Krai;51.473482;140.77754;approximate;;Pre-FID;2021;;;
T0506;2;T050602;Russia;Eurasia;https://www.gem.wiki/Far_East_LNG_Terminal;Far East LNG Terminal;T2;Sakhalin-1 LNG Terminal;"ExxonMobil [30.00%]; SODECO [30.00%]; ONGC [20.00%]; Rosneft [20.00%]";"ExxonMobil [30.00%]; SODECO [30.00%]; ONGC [20.00%]; Rosneft [20.00%]";Proposed;2035;;;;Export;10;mtpa;10;De Kastri;;Khabaravosk Krai;51.473482;140.77754;approximate;;Pre-FID;2021;;;
T0507;0;T050700;Japan;East Asia;https://www.gem.wiki/Ohgishima_LNG_Terminal;Ohgishima LNG Terminal;;;Tokyo Gas [100.00%];Tokyo Gas [100.00%];Operating;1998;;;;Import;10.4;mtpa;10.4;Tsurumi-ku, Yokohama;Kanagawa;Kanto;35.493545;139.739692;exact;;;;;;
T0508;0;T050800;Russia;Eurasia;https://www.gem.wiki/Kaliningrad_FSRU;Kaliningrad FSRU;;Marshal Vasilevsky FSRU;Gazprom [100.00%];Gazprom [100.00%];Operating;2019;;;;Import;2.7;mtpa;2.7;Kaliningrad ;;Kaliningrad ;54.9836999;20.3629261;exact;yes;;;;;
T0509;0;T050900;Japan;East Asia;https://www.gem.wiki/Oita_LNG_Terminal;Oita LNG Terminal;;;Oita LNG [100.00%];Oita LNG [100.00%];Operating;1990;;;;Import;5.1;mtpa;5.1;Oita;Oita;Kyushu;33.2707;131.7077;exact;;;;;;
T0510;1;T051001;Russia;Eurasia;https://www.gem.wiki/Pechora_LNG_Terminal;Pechora LNG Terminal;;;"All Tech Energy [50.00%]; Rosneft [50.00%]";"All Tech Energy [50.00%]; Rosneft [50.00%]";Cancelled;;;;;Export;2.6;mtpa;2.6;Pechora;Pechora;Komi;65.166667;57.25;approximate;;Pre-FID;;;;
T0511;0;T051100;Japan;East Asia;https://www.gem.wiki/Sakai_LNG_Terminal;Sakai LNG Terminal;;;Kansai Electric Power Company [100.00%];Kansai Electric Power Company [100.00%];Operating;2006;;;;Import;6.4;mtpa;6.4;Sakai;Osaka;Kansai;34.57142;135.414;exact;;;;;;
T0512;1;T051201;Russia;Eurasia;https://www.gem.wiki/Sakhalin_II_LNG_Terminal;Sakhalin II LNG Terminal;T1;;Sakhalin Energy Investment Company [400.00%];"Gazprom [50.00%]; Shell [27.50%]; Mitsui Group [12.50%]; Mitsubishi [10.00%]";Operating;2009;;;;Export;5.4;mtpa;5.4;Prigorodnoye, Aniva Bay;Korsakovsky District;Sakhalin ;46.6288;142.9112;exact;;Pre-FID;;;;
T0512;2;T051202;Russia;Eurasia;https://www.gem.wiki/Sakhalin_II_LNG_Terminal;Sakhalin II LNG Terminal;T2;;Sakhalin Energy Investment Company [400.00%];"Gazprom [50.00%]; Shell [27.50%]; Mitsui Group [12.50%]; Mitsubishi [10.00%]";Operating;2009;;;;Export;5.4;mtpa;5.4;Prigorodnoye, Aniva Bay;Korsakovsky District;Sakhalin ;46.6288;142.9112;exact;;Pre-FID;;;;
T0512;3;T051203;Russia;Eurasia;https://www.gem.wiki/Sakhalin_II_LNG_Terminal;Sakhalin II LNG Terminal;T3;;"Gazprom [50.00%]; Shell [27.50%]; Mitsui Group [12.50%]; Mitsubishi [10.00%]";"Gazprom [50.00%]; Shell [27.50%]; Mitsui Group [12.50%]; Mitsubishi [10.00%]";Cancelled;2023;;;;Export;5;mtpa;5;Prigorodnoye, Aniva Bay;Korsakovsky District;Sakhalin ;46.6288;142.9112;exact;;Pre-FID;2008;;;
T0513;0;T051300;Japan;East Asia;https://www.gem.wiki/Sakaide_LNG_Terminal;Sakaide LNG Terminal;;;Sakaide LNG [100.00%];Sakaide LNG [100.00%];Operating;2010;;;;Import;1.2;mtpa;1.2;Sakaide;Kagawa;Shikoku;34.3568348;133.8367306;exact;;;;;;
T0514;1;T051401;Russia;Eurasia;https://www.gem.wiki/Shtokman_LNG_Terminal;Shtokman LNG Terminal;;;"Gazprom [51.00%]; TotalEnergies [25.00%]; Equinor [24.00%]";"Gazprom [51.00%]; TotalEnergies [25.00%]; Equinor [24.00%]";Cancelled;;;;;Export;7.5;mtpa;7.5;Shtokman field;;Barents Sea;73;44;approximate;;Pre-FID;;;;
T0515;0;T051500;Japan;East Asia;https://www.gem.wiki/Senboku_1_LNG_Terminal;Senboku 1 LNG Terminal;;;Osaka Gas [100.00%];Osaka Gas [100.00%];Operating;1972;;;;Import;2.5;mtpa;2.5;Port of Sakai-Semboku;;Kansai;34.5488834;135.4284047;exact;;;;;;
T0516;1;T051601;Russia;Eurasia;https://www.gem.wiki/Vladivostok_LNG_Terminal;Vladivostok LNG Terminal;T1;;"Gazprom [16.67%]; INPEX [16.67%]; Itochu Corporation [16.67%]; Japex [16.67%]; Marubeni Corporation [16.67%]";"Gazprom [16.67%]; INPEX [16.67%]; Itochu Corporation [16.67%]; Japex [16.67%]; Marubeni Corporation [16.67%]";Proposed;2025;;;;Export;0.5;mtpa;0.5;Vladivostok;Khasan;Primorye;43.133333;131.9;approximate;;Pre-FID;;;;
T0516;2;T051602;Russia;Eurasia;https://www.gem.wiki/Vladivostok_LNG_Terminal;Vladivostok LNG Terminal;T2;;"Gazprom [16.67%]; INPEX [16.67%]; Itochu Corporation [16.67%]; Japex [16.67%]; Marubeni Corporation [16.67%]";"Gazprom [16.67%]; INPEX [16.67%]; Itochu Corporation [16.67%]; Japex [16.67%]; Marubeni Corporation [16.67%]";Proposed;2025;;;;Export;0.5;mtpa;0.5;Vladivostok;Khasan;Primorye;43.133333;131.9;approximate;;Pre-FID;;;;
T0516;3;T051603;Russia;Eurasia;https://www.gem.wiki/Vladivostok_LNG_Terminal;Vladivostok LNG Terminal;T3;;"Gazprom [16.67%]; INPEX [16.67%]; Itochu Corporation [16.67%]; Japex [16.67%]; Marubeni Corporation [16.67%]";"Gazprom [16.67%]; INPEX [16.67%]; Itochu Corporation [16.67%]; Japex [16.67%]; Marubeni Corporation [16.67%]";Proposed;2025;;;;Export;0.5;mtpa;0.5;Vladivostok;Khasan;Primorye;43.133333;131.9;approximate;;Pre-FID;;;;
T0517;0;T051700;Japan;East Asia;https://www.gem.wiki/Senboku_2_LNG_Terminal;Senboku 2 LNG Terminal;;;Osaka Gas [100.00%];Osaka Gas [100.00%];Operating;1977;;;;Import;10;mtpa;10;Port of Sakai-Semboku;;Kansai;34.536626;135.40147;exact;;;;;;
T0518;1;T051801;Russia;Eurasia;https://www.gem.wiki/Yamal_LNG_Terminal;Yamal LNG Terminal;T1;;Yamal LNG [400.00%];"Novatek [50.00%]; China National Petroleum Corporation [20.00%]; TotalEnergies [20.00%]; Silk Road Fund [10.00%]";Operating;2017;;;;Export;5.5;mtpa;5.5;Sabetta;Yamalo-Nenets Autonomous Okrug;Yamai Peninsula;71.2733;72.0725;exact;;;;;;
T0518;2;T051802;Russia;Eurasia;https://www.gem.wiki/Yamal_LNG_Terminal;Yamal LNG Terminal;T2;;Yamal LNG [400.00%];"Novatek [50.00%]; China National Petroleum Corporation [20.00%]; TotalEnergies [20.00%]; Silk Road Fund [10.00%]";Operating;2018;;;;Export;5.5;mtpa;5.5;Sabetta;Yamalo-Nenets Autonomous Okrug;Yamai Peninsula;71.2733;72.0725;exact;;;;;;
T0518;3;T051803;Russia;Eurasia;https://www.gem.wiki/Yamal_LNG_Terminal;Yamal LNG Terminal;T3;;Yamal LNG [400.00%];"Novatek [50.00%]; China National Petroleum Corporation [20.00%]; TotalEnergies [20.00%]; Silk Road Fund [10.00%]";Operating;2018;;;;Export;5.5;mtpa;5.5;Sabetta;Yamalo-Nenets Autonomous Okrug;Yamai Peninsula;71.2733;72.0725;exact;;;;;;
T0518;4;T051804;Russia;Eurasia;https://www.gem.wiki/Yamal_LNG_Terminal;Yamal LNG Terminal;T4;;Yamal LNG [400.00%];"Novatek [50.00%]; China National Petroleum Corporation [20.00%]; TotalEnergies [20.00%]; Silk Road Fund [10.00%]";Operating;2021;;;;Export;0.9;mtpa;0.9;Sabetta;Yamalo-Nenets Autonomous Okrug;Yamai Peninsula;71.2733;72.0725;exact;;;;;;
T0519;0;T051900;Japan;East Asia;https://www.gem.wiki/Shin_Minato_LNG_Terminal;Shin Minato LNG Terminal;;;Sendai Gas [100.00%];Sendai Gas [100.00%];Operating;1997;;;;Import;0.3;mtpa;0.3;Sendai;Miyagi;Tohoku;38.280128;141.025958;exact;;;;;;
T0520;1;T052001;Russia;Eurasia;https://www.gem.wiki/Arctic_LNG_2_Terminal;Arctic LNG 2 Terminal;T1;;OOO Arctic LNG 2 [600.00%];"Novatek [60.00%]; China National Offshore Oil Corporation [10.00%]; China National Petroleum Corporation [10.00%]; TotalEnergies [10.00%]; JOGMEC [5.00%]; Mitsui Group [5.00%]";Construction;2023;;;;Export;6.6;mtpa;6.6;Gydan Peninsula;Yamalo-Nenets Autonomous Okrug;;71.085;73.677;approximate;;FID;2019;Арктик СПГ-2;;
T0520;2;T052002;Russia;Eurasia;https://www.gem.wiki/Arctic_LNG_2_Terminal;Arctic LNG 2 Terminal;T2;;OOO Arctic LNG 2 [600.00%];"Novatek [60.00%]; China National Offshore Oil Corporation [10.00%]; China National Petroleum Corporation [10.00%]; TotalEnergies [10.00%]; JOGMEC [5.00%]; Mitsui Group [5.00%]";Shelved;2024;;;;Export;6.6;mtpa;6.6;Gydan Peninsula;Yamalo-Nenets Autonomous Okrug;;71.085;73.677;approximate;;FID;2019;Арктик СПГ-2;;
T0520;3;T052003;Russia;Eurasia;https://www.gem.wiki/Arctic_LNG_2_Terminal;Arctic LNG 2 Terminal;T3;;OOO Arctic LNG 2 [600.00%];"Novatek [60.00%]; China National Offshore Oil Corporation [10.00%]; China National Petroleum Corporation [10.00%]; TotalEnergies [10.00%]; JOGMEC [5.00%]; Mitsui Group [5.00%]";Shelved;2026;;;;Export;6.6;mtpa;6.6;Gydan Peninsula;Yamalo-Nenets Autonomous Okrug;;71.085;73.677;approximate;;FID;2019;Арктик СПГ-2;;
T0521;0;T052100;Japan;East Asia;https://www.gem.wiki/Shin-Sendai_LNG_Terminal;Shin-Sendai LNG Terminal;;;Tohoku Electric Power [100.00%];Tohoku Electric Power [100.00%];Operating;2016;;;;Import;0.8;mtpa;0.8;Sendai;Miyagi;Tohoku;38.27678;141.0393;exact;;;;;;
T0522;0;T052200;Spain;Europe;https://www.gem.wiki/Barcelona_LNG_Terminal;Barcelona LNG Terminal;;;Enagás [100.00%];Enagás [100.00%];Operating;1969;;;;Import;12.6;mtpa;12.6;Barcelona;;Catalonia;41.3394;2.1583;exact;;;;;;
T0523;0;T052300;Japan;East Asia;https://www.gem.wiki/Sodegaura_LNG_Terminal;Sodegaura LNG Terminal;;;"JERA [unknown %]; Tokyo Gas [unknown %]";"Chubu Electric Power [unknown %]; Tokyo Electric Power Company [unknown %]; Tokyo Gas [unknown %]";Operating;1973;;;;Import;35.5;mtpa;35.5;Sodegaura;Chiba;Kanto;35.467955;139.972393;exact;;;;;;
T0524;0;T052400;Spain;Europe;https://www.gem.wiki/Bilbao_LNG_Terminal;Bilbao LNG Terminal;;Bahia de Bizkaia Gas Terminal;"Basque Energy Board (EVE) [50.00%]; Enagás [50.00%]";"Basque Energy Board (EVE) [50.00%]; Enagás [50.00%]";Operating;2003;;;;Import;5.1;mtpa;5.1;Port of Bilbao;Zierbena;Biscay;43.3612;-3.09473;exact;;;;;;
T0525;0;T052500;Japan;East Asia;https://www.gem.wiki/Sodeshi_Shimizu_LNG_Terminal;Sodeshi Shimizu LNG Terminal;;;"Shizuoka Gas [65.00%]; ENEOS Corporation [35.00%]";"Shizuoka Gas [65.00%]; ENEOS Corporation [35.00%]";Operating;1996;;;;Import;2.9;mtpa;2.9;Shimizu Bay;Shizuoka;Chūbu;35.0274;138.4978;exact;;;;;;
T0526;0;T052600;Spain;Europe;https://www.gem.wiki/Cartagena_LNG_Terminal_(Spain);Cartagena LNG Terminal (Spain);;;Enagás [100.00%];Enagás [100.00%];Operating;1989;;;;Import;8.7;mtpa;8.7;Escombreras Dock;Cartagena;Province of Murcia;37.57457;-0.9595;exact;;;;;;
T0527;0;T052700;Japan;East Asia;https://www.gem.wiki/Soma_Port_LNG_Terminal;Soma Port LNG Terminal;;Soma LNG Terminal;Japex [100.00%];Japex [100.00%];Mothballed;2018;;;;Import;1.5;mtpa;1.5;Shinchi Town;Fukushima ;Tohoku;37.8501123;140.9496459;exact;;;;;;
T0528;0;T052800;Spain;Europe;https://www.gem.wiki/El_Musel_LNG_Terminal;El Musel LNG Terminal;;;Enagás [100.00%];Enagás [100.00%];Proposed;2012;2023.0;;;Import;8;bcm/y;5.88;Gijon;;Asturias;43.5696;-5.6934;exact;;FID;;;;
T0529;0;T052900;Japan;East Asia;https://www.gem.wiki/Tobata_LNG_Terminal;Tobata LNG Terminal;;;"Kitakyushu LNG [unknown %]; Kyushu Electric Power [unknown %]; Nippon Steel Corporation [unknown %]";"Kitakyushu LNG [unknown %]; Kyushu Electric Power [unknown %]; Nippon Steel Corporation [unknown %]";Operating;1977;;;;Import;7.6;mtpa;7.6;Kitakyushu;Fukuoka;Kyushu;33.91818;130.86609;exact;;;;;;
T0530;0;T053000;Spain;Europe;https://www.gem.wiki/Gran_Canaria_LNG_Terminal;Gran Canaria LNG Terminal;;;Enagás [100.00%];Enagás [100.00%];Shelved;2029;;;;Import;1;mtpa;1;Puerto de Arinaga;Gran Canaria;Las Palmas;27.851956;-15.401621;approximate;;FID;;;;
T0531;0;T053100;Japan;East Asia;https://www.gem.wiki/Yanai_LNG_Terminal;Yanai LNG Terminal;;;Chugoku Electric Power [100.00%];Chugoku Electric Power [100.00%];Operating;1990;;;;Import;2.3;mtpa;2.3;Yanai;Yamaguchi;Chugoku;33.950745;132.12518;exact;;;;;;
T0532;0;T053200;Spain;Europe;https://www.gem.wiki/Huelva_LNG_Terminal;Huelva LNG Terminal;;;Enagás [100.00%];Enagás [100.00%];Operating;1988;;;;Import;8.7;mtpa;8.7;Huelva;;Andalusia;37.17355;-6.911;exact;;;;;;
T0533;0;T053300;Japan;East Asia;https://www.gem.wiki/Yokkaichi_LNG_Terminal;Yokkaichi Works LNG Terminal;;;Toho Gas [100.00%];Toho Gas [100.00%];Operating;1991;;;;Import;2.1;mtpa;2.1;Yokkaichi;Mie;Kansai;34.97726;136.666458;exact;;;;;;
T0534;0;T053400;Spain;Europe;https://www.gem.wiki/Mugardos_LNG_Terminal;Mugardos LNG Terminal;;Reganosa Ferrol;"Tojeiro Group [51.00%]; Government of Galician [24.00%]; Sojitz Corporation [15.00%]; Sonatrach [10.00%]";"Tojeiro Group [51.00%]; Government of Galician [24.00%]; Sojitz Corporation [15.00%]; Sonatrach [10.00%]";Operating;2007;;;;Import;2.6;mtpa;2.6;Mugardos;La Coruna;Galicia;43.4613;-8.2395;exact;;;;;;
T0534;1;T053401;Spain;Europe;https://www.gem.wiki/Mugardos_LNG_Terminal;Mugardos LNG Terminal;Expansion;Reganosa Ferrol;Reganosa [400.00%];"Tojeiro Group [51.00%]; Government of Galician [24.00%]; Sojitz Corporation [15.00%]; Sonatrach [10.00%]";Shelved;2024;;;;Import;3.6;bcm/y;2.65;Mugardos;La Coruna;Galicia;43.4613;-8.2395;exact;;Pre-FID;;;;
T0536;0;T053600;Spain;Europe;https://www.gem.wiki/Sagunto_LNG_Terminal;Sagunto LNG Terminal;;Saggas;"Enagás [72.50%]; Osaka Gas [20.00%]; Oman Oil Company [7.50%]";"Enagás [72.50%]; Osaka Gas [20.00%]; Oman Oil Company [7.50%]";Operating;2006;;;;Import;6.4;mtpa;6.4;Sagunto Port;;Valencia;39.6329;-0.2152;exact;;;;;;
T0537;0;T053700;Spain;Europe;https://www.gem.wiki/Tenerife_LNG_Terminal;Tenerife LNG Terminal;;;Enel [100.00%];Enel [100.00%];Cancelled;;;;;Import;1;mtpa;1;Granadilla de Abona;;Santa Cruz de Tenerife;28.116667;-16.566667;approximate;;FID;;;;
T0538;0;T053800;Argentina;Latin America and the Caribbean;https://www.gem.wiki/Bah%C3%ADa_Blanca_FSRU;Bahia Blanca FSRU;;;"Excelerate Energy [unknown %]; Gas Natural [unknown %]; Repsol [unknown %]; YPF [unknown %]";"Excelerate Energy [unknown %]; Gas Natural [unknown %]; Repsol [unknown %]; YPF [unknown %]";Operating;2008;;;;Import;3.8;mtpa;3.8;Bahía Blanca, Buenos Aires;;Buenos Aires;-38.7855;-62.2869;exact;yes;;;Terminal de Importación de GNL de Bahía Blanca;;https://www.gem.wiki/Terminal_de_Importaci%C3%B3n_de_GNL_de_Bah%C3%ADa_Blanca
T0538;1;T053801;Argentina;Latin America and the Caribbean;https://www.gem.wiki/Bah%C3%ADa_Blanca_FLNG_Export_Terminal;Bahía Blanca FLNG Export Terminal;;Tango FLNG Terminal;Exmar [100.00%];Exmar [100.00%];Mothballed;2019;;;2020;Export;0.45;mtpa;0.45;Bahía Blanca, Buenos Aires;;;-38.785984;-62.316024;approximate;yes;;;Terminal de Exportación de GNL de Bahía Blanca;;https://www.gem.wiki/Terminal_de_Exportaci%C3%B3n_de_GNL_de_Bah%C3%ADa_Blanca
T0539;0;T053900;Sweden;Europe;https://www.gem.wiki/Brunnsviksholme_LNG_Terminal;Brunnsviksholme LNG Terminal;;Nynäshamn;AGA Gas [100.00%];AGA Gas [100.00%];Operating;2011;;;;Import;0.4;mtpa;0.4;Brunnsviksholme, Nynäshamn Municipality, Stockholm County;;;58.922139;17.976153;exact;;FID;;;;
T0540;0;T054000;Argentina;Latin America and the Caribbean;https://www.gem.wiki/Dock_Sud_LNG_Terminal;Dock Sud LNG Terminal;;;"Corporacion America [unknown %]; YPF [unknown %]";"Corporacion America [unknown %]; YPF [unknown %]";Cancelled;;;;;Import;3.8;mtpa;3.8;;Dock Sud;Buenos Aires;-34.641667;-58.347778;approximate;;;;Terminal de GNL de Dock Sud;;https://www.gem.wiki/Terminal_de_GNL_de_Dock_Sud
T0541;0;T054100;Turkey;Europe;https://www.gem.wiki/Etki_FSRU;Etki FSRU;;Neptune LNG Terminal;Pardus Energy [100.00%];Pardus Energy [100.00%];Operating;2016;;;;Import;28;mmscmd;--;Izmir;Aliaga;Aegean;38.422;27.129;approximate;yes;FID;;;;
T0542;0;T054200;Argentina;Latin America and the Caribbean;https://www.gem.wiki/Escobar_FSRU;Escobar FSRU;;;UTE Escobar [200.00%];"Enarsa [50.00%]; YPF [50.00%]";Operating;2011;;;;Import;6.1;mtpa;6.1;Puerto Escobar;;Buenos Aires;-34.333333;-58.816667;approximate;yes;;;FSRU de Escobar;;https://www.gem.wiki/FSRU_de_Escobar
T0543;0;T054300;Turkey;Europe;https://www.gem.wiki/Izmir_Aliaga_LNG_Terminal;Izmir Aliaga LNG Terminal;;EgeGaz Aliaga LNG Terminal;EgeGaz [100.00%];EgeGaz [100.00%];Operating;2006;;;;Import;10.7;mtpa;10.7;Aliaga;Aliaga;Izmir;38.795;26.970278;approximate;;;;;;
T0544;0;T054400;Bahamas;Latin America and the Caribbean;https://www.gem.wiki/Ocean_Cay_LNG_Terminal;Ocean Cay LNG Terminal;;;AES Corporation [100.00%];AES Corporation [100.00%];Cancelled;;;;;Import;6.42;mtpa;6.42;Ocean Cay;Bimini;;25.41667;-79.21667;approximate;;;;Terminal de GNL de Ocean Cay;;https://www.gem.wiki/Terminal_de_GNL_de_Ocean_Cay
T0545;0;T054500;Turkey;Europe;https://www.gem.wiki/Marmara_LNG_Terminal;Marmara LNG Terminal;;;BOTAŞ [100.00%];BOTAŞ [100.00%];Operating;1994;;;;Import;4.6;mtpa;4.6;Marmara Ereglisi;Marmara Ereglisi;Tekirdag;40.969722;27.955278;approximate;;;;;;
T0546;0;T054600;Brazil;Latin America and the Caribbean;https://www.gem.wiki/Guanabara_Bay_FSRU;Guanabara Bay FSRU;;;Petrobras [100.00%];Petrobras [100.00%];Operating;2009;;;;Import;10.95;bcm/y;8.05;Guanabara Bay;;Rio de Janeiro;-22.790278;-43.155556;approximate;yes;;;FSRU da Baía de Guanabara;Governador Leonel Brizola power station, Aureliano Chaves power station;https://www.gem.wiki/FSRU_da_Ba%C3%ADa_de_Guanabara
T0547;0;T054700;United Kingdom;Europe;https://www.gem.wiki/Canatxx_LNG_Terminal;Canatxx LNG Terminal;;;Canatxx LNG Limited [100.00%];Canatxx LNG Limited [100.00%];Cancelled;;;;;Import;10;mtpa;10;Anglesey;;Wales;53.283333;-4.333333;approximate;;;;;;
T0548;0;T054800;Brazil;Latin America and the Caribbean;https://www.gem.wiki/Pec%C3%A9m_FSRU;Pecém FSRU;;;Petrobras [100.00%];Petrobras [100.00%];Operating;2008;;;;Import;2.56;bcm/y;1.88;Porto de Pecém;São Gonçalo do Amarante;Ceará;-3.546667;-38.831389;approximate;yes;;;FSRU do Porto do Pecém;Termoceará power station, Fortaleza power station;https://www.gem.wiki/FSRU_do_Porto_do_Pec%C3%A9m
T0549;0;T054900;United Kingdom;Europe;https://www.gem.wiki/Canvey_LNG_Terminal;Canvey LNG Terminal;;;"Calor [unknown %]; Osaka Gas [unknown %]; Sojitz Corporation [unknown %]; Sumitomo Corporation [unknown %]";"Calor [unknown %]; Osaka Gas [unknown %]; Sojitz Corporation [unknown %]; Sumitomo Corporation [unknown %]";Cancelled;;;;;Import;4;mtpa;4;Thames Road, Canvey Island;Essex;East region;51.516;0.583;approximate;;;;;;
T0550;1;T055001;Brazil;Latin America and the Caribbean;https://www.gem.wiki/Santos_Basin_FLNG_Terminal;Santos Basin FLNG Terminal;;;"BG Group [unknown %]; Galp [unknown %]; Petrobras [unknown %]; Repsol [unknown %]";"BG Group [unknown %]; Galp [unknown %]; Petrobras [unknown %]; Repsol [unknown %]";Cancelled;;;;;Export;2.7;mtpa;2.7;Santos Basin;Santos;Sao Paulo;-23.936944;-46.325;approximate;yes;;;Terminal de GNLe da Bacia_de_Santos;;https://www.gem.wiki/Terminal_de_GNLe_da_Bacia_de_Santos     
